n_samples,est_entropy,difference
100.0,-0.0,0.0
100.0,0.056001534354847345,0.00046363992402487925
100.0,0.098039113279732,0.0007851886129587177
100.0,0.056001534354847345,0.07979242439674653
100.0,0.1985152433458726,-0.029289152267150703
100.0,0.13474216817976675,0.06525748907047096
100.0,0.167944147734173,0.060687725848688284
100.0,0.098039113279732,0.15742497794678825
100.0,0.3250829733914482,-0.044344410392939515
100.0,0.3669249912727096,-0.06228889392347148
100.0,0.2787693717685874,0.04852736891043785
100.0,0.40496348506393853,-0.0561313892209066
100.0,0.42270908780599087,-0.053375966160338184
100.0,0.3250829733914482,0.06379234012898372
100.0,0.25363894692169137,0.15388333335137822
100.0,0.439669879401343,-0.014341586028081277
100.0,0.42270908780599087,0.019631065329062447
100.0,0.42270908780599087,0.03588949844350381
100.0,0.34651533691866615,0.1276239761391713
100.0,0.5392763414970504,-0.05028246487834831
100.0,0.439669879401343,0.0635204170365346
100.0,0.5004024235381879,0.01635116726327035
100.0,0.4713934868100942,0.058312712247560294
100.0,0.5269079614313803,0.015160365186728808
100.0,0.5269079614313803,0.026950268061048277
100.0,0.5929533174474745,-0.027860866492819714
100.0,0.5392763414970504,0.036509678411366986
100.0,0.5269079614313803,0.05904465687217053
100.0,0.5510799280869728,0.044524795231060454
100.0,0.6268694575724263,-0.02211572878190582
100.0,0.60215168259268,0.011258366864378977
100.0,0.6268694575724263,-0.005286246741016076
100.0,0.6534181947937018,-0.024136267778162024
100.0,0.5004024235381879,0.1361117447566249
100.0,0.6640641265641081,-0.020776906532203987
100.0,0.6341786357122057,0.015429098390581486
100.0,0.6730116670092565,-0.017529893107863792
100.0,0.6341786357122057,0.026736218052364258
100.0,0.6640641265641081,0.0018478469626572736
100.0,0.6341786357122057,0.03629901308518979
100.0,0.6859298002523728,-0.011313862794499085
100.0,0.6881388137135884,-0.009808350918078745
100.0,0.6730116670092565,0.008612766615527123
100.0,0.6730116670092565,0.011488994680974418
100.0,0.6474466390346325,0.039514937562690755
100.0,0.6730116670092565,0.015997571467402105
100.0,0.6881388137135884,0.002506534837558805
100.0,0.6931471805599453,-0.001275922815324848
100.0,0.6931471805599453,-0.0004592071174703838
100.0,0.6929471672244782,0.00014899726538430969
100.0,0.6730116670092565,0.020084497480606034
100.0,0.6913460990017393,0.0013418744407357464
100.0,0.6899437584583995,0.001927499286220935
100.0,0.6881388137135884,0.002506534837558805
100.0,0.683314913574166,0.0056943249024925535
100.0,0.6931471805599453,-0.006185603962621911
100.0,0.6923469670899615,-0.007846305399730524
100.0,0.6534181947937018,0.028206238831081865
100.0,0.6730116670092565,0.005318795786253272
100.0,0.6730116670092565,0.0016042704486172177
100.0,0.6802920001921535,-0.009814351394758059
100.0,0.6341786357122057,0.03173333781455945
100.0,0.6589556806830628,0.0019591730815070596
100.0,0.6268694575724263,0.028612316328966436
100.0,0.6589556806830628,-0.009347946580275712
100.0,0.60215168259268,0.04113553743922416
100.0,0.6191006644255871,0.01741350386922569
100.0,0.6410354778811556,-0.011753550865615914
100.0,0.6341786357122057,-0.01259542488079557
100.0,0.4713934868100942,0.14201656264696483
100.0,0.5730569171314204,0.03169681165909999
100.0,0.583258840128597,0.012345883189436302
100.0,0.5392763414970504,0.04667627680650044
100.0,0.5510799280869728,0.024706091821444454
100.0,0.5929533174474745,-0.027860866492819825
100.0,0.5929533174474745,-0.039095087955046126
100.0,0.5623351446188083,-0.020266818000699294
100.0,0.5269079614313803,0.0027982376262741804
100.0,0.5730569171314204,-0.05630332632996227
100.0,0.4713934868100942,0.03179680962778342
100.0,0.4558862130273584,0.03310766359134354
100.0,0.5139566706172256,-0.03981735755938831
100.0,0.42270908780599087,0.03588949844350364
100.0,0.4558862130273584,-0.013546059892305229
100.0,0.4558862130273584,-0.030557919654096766
100.0,0.5004024235381879,-0.09288014326511851
100.0,0.3250829733914482,0.0637923401289836
100.0,0.34651533691866615,0.022817784726986312
100.0,0.4713934868100942,-0.12256139096706242
100.0,0.3669249912727096,-0.03962825059368458
100.0,0.2787693717685874,0.025866725580650507
100.0,0.34651533691866615,-0.06577677392015752
100.0,0.1985152433458726,0.056948847880647385
100.0,0.3250829733914482,-0.09645109980858704
100.0,0.098039113279732,0.10196054397050539
100.0,0.1985152433458726,-0.02928915226715101
100.0,0.056001534354847345,0.07979242439674644
100.0,0.056001534354847345,0.04282276753784298
100.0,-0.0,0.05646517427887206
100.0,-0.0,0.0
1000.0,-0.0,0.0
1000.0,0.04170835854189348,0.014756815736978741
1000.0,0.0901499225359206,0.00867437935677011
1000.0,0.12055015924574936,0.015243799505844507
1000.0,0.13820126672094507,0.031024824357776815
1000.0,0.24050910155399824,-0.04050944430376052
1000.0,0.23243549494150267,-0.0038036213586414014
1000.0,0.2458088210923705,0.00965527013414974
1000.0,0.283627096116858,-0.0028885331183493013
1000.0,0.295541413675982,0.00909468367325611
1000.0,0.34231331619135297,-0.015016575512327712
1000.0,0.3527419561590455,-0.003909860316013591
1000.0,0.36891269789966075,0.000420423745991938
1000.0,0.4121587218658618,-0.023283408345429857
1000.0,0.41570747271728126,-0.008185192444211675
1000.0,0.4067746304543399,0.0185536629189218
1000.0,0.46834720229396604,-0.02600704915891272
1000.0,0.4698737468761984,-0.011275160626703695
1000.0,0.49054387222964546,-0.016404559171807997
1000.0,0.46217237399048117,0.026821502628220917
1000.0,0.5112947360872375,-0.008104439649359918
1000.0,0.5004024235381879,0.01635116726327035
1000.0,0.5152785856712923,0.014427613386362226
1000.0,0.5452476702809597,-0.0031793436628505534
1000.0,0.5205063844754989,0.03335184501692967
1000.0,0.5802520877063548,-0.015159636751700067
1000.0,0.5802520877063548,-0.004466067797937456
1000.0,0.6117092204712922,-0.025756602167741338
1000.0,0.5976138445793562,-0.0020091212613229104
1000.0,0.5920063738715278,0.012747354918992704
1000.0,0.6133848076127131,2.5241844345935682e-05
1000.0,0.6174910645388487,0.004092146292561494
1000.0,0.6230429935424382,0.00623893347310156
1000.0,0.6150414544493459,0.021472713845466895
1000.0,0.6468254010557114,-0.0035381810238073186
1000.0,0.6355859693793835,0.014021764723403662
1000.0,0.6556849848780457,-0.00020321097665298993
1000.0,0.6556849848780457,0.005229868886524214
1000.0,0.6682986722607167,-0.0023866987339513646
1000.0,0.6678450503107634,0.0026325984866321095
1000.0,0.6734150493610487,0.001200888096825059
1000.0,0.6818546087307834,-0.003524145935273726
1000.0,0.6877293893152671,-0.006104955690483416
1000.0,0.678968036741767,0.00553262494846396
1000.0,0.6854393565969992,0.0015222200003240927
1000.0,0.6916884711441548,-0.0026792326674961453
1000.0,0.688722651213499,0.0019226973376482714
1000.0,0.6931151802186033,-0.0012439224739828614
1000.0,0.690833395474842,0.0018545779676328866
1000.0,0.693145180558612,-4.901606874940789e-05
1000.0,0.6902563939353337,0.0028397705545288865
1000.0,0.6925690691470865,0.00011890429538852221
1000.0,0.6885320764504561,0.0033391812941643284
1000.0,0.6921788679764836,-0.001533519425336416
1000.0,0.690833395474842,-0.0018241569981835015
1000.0,0.6859298002523728,0.0010317763449505524
1000.0,0.6742093278222404,0.010291333867990526
1000.0,0.6827430482038837,-0.001118614579100008
1000.0,0.6742093278222404,0.00412113497326938
1000.0,0.6589556806830628,0.015660256774810977
1000.0,0.658421318067677,0.012056330729718456
1000.0,0.6635724553752071,0.0023395181515579733
1000.0,0.6430053354598306,0.01790951830473919
1000.0,0.6594857532902015,-0.004003979388808809
1000.0,0.6348845605065444,0.014723173596242645
1000.0,0.6492840023426005,-0.005996782310696336
1000.0,0.6166792310342646,0.01983493726054819
