n_samples,est_entropy,difference
1000.0,0.6056944697143358,0.023587457301203818
1000.0,0.6362828691929282,-0.014699658361518098
1000.0,0.6245874275761895,-0.011177378119130443
1000.0,0.621480021586315,-0.01672629279579463
1000.0,0.6039327503846452,-0.008328027066611954
1000.0,0.6039327503846452,-0.01798013208109439
1000.0,0.5812594319855474,-0.0054734120771301464
1000.0,0.5623351446188083,0.0027573063358463656
1000.0,0.5677618322739666,-0.013903602781538238
1000.0,0.5404818323017625,0.0015864943163464984
1000.0,0.5380652041508891,-0.008359005093234617
1000.0,0.5368484029613974,-0.020094812159939246
1000.0,0.4962153091215037,0.006974987316373915
1000.0,0.48184357556795937,0.007150301050742547
1000.0,0.49480699335306666,-0.020667680295229363
1000.0,0.5045332862408528,-0.045934699991358297
1000.0,0.44297150447050526,-0.0006313513354521127
1000.0,0.44624366428015794,-0.020915370906896324
1000.0,0.43466154194688855,-0.027139261673819193
1000.0,0.3708910023130473,0.01798431120738453
1000.0,0.3806437787539232,-0.011310657108270727
1000.0,0.307140834123651,0.04169126171938076
1000.0,0.2860359564758411,0.04126078420318391
1000.0,0.2860359564758411,0.018600140873396787
1000.0,0.2931842691952422,-0.012445706196733575
1000.0,0.283627096116858,-0.028163004890338017
1000.0,0.22420707544185742,0.004424798141003744
1000.0,0.22696752250060448,-0.026967865250367096
1000.0,0.15501658919315114,0.014209501885570436
1000.0,0.14838275729589523,-0.01258879854430145
1000.0,0.11322250271460811,-0.014398200821917784
1000.0,0.04170835854189348,0.014756815736978575
1000.0,-0.0,0.0
10000.0,-0.0,0.0
10000.0,0.05783160605914077,-0.0013664317802685455
10000.0,0.09647827660236222,0.002346025290328499
10000.0,0.1443444181938181,-0.00855045944222424
10000.0,0.16250330397057028,0.006722787108151607
10000.0,0.19674477603753798,0.003254881212699734
10000.0,0.21440172501407206,0.014230148568789208
10000.0,0.24869627539574862,0.0067678158307716285
10000.0,0.2777913443396718,0.002947218658836903
10000.0,0.3011474399219318,0.0034886574273063076
10000.0,0.3162041108066972,0.011092629872328064
10000.0,0.33870897753588364,0.010123118307148293
10000.0,0.37909868854577167,-0.009765566900118983
10000.0,0.38160652681401264,0.0072687867064192835
10000.0,0.40423670409487833,0.003285576178191252
10000.0,0.4294148049233591,-0.0040865115500973714
10000.0,0.455251394794041,-0.01291124165898766
10000.0,0.46666010818353343,-0.008061521934038751
10000.0,0.4744126705931132,-0.00027335753527574225
10000.0,0.4760617543681068,0.012932122250595257
10000.0,0.5001250396346969,0.003065256803180705
10000.0,0.5188178110615518,-0.0020642202600935633
10000.0,0.520635859422558,0.009070339635096514
10000.0,0.5352580652139588,0.0068102614041503085
10000.0,0.5489962081324044,0.004862021360024227
10000.0,0.5609024367533256,0.00419001420132914
10000.0,0.5735792519906938,0.002206767917723562
10000.0,0.5875862337904698,-0.0016336154869189823
10000.0,0.6019725086355227,-0.006367785317489383
10000.0,0.6013438687699876,0.0034098600205328955
10000.0,0.6120458565281589,0.0013641929289001098
10000.0,0.621007505545127,0.0005757052862832568
10000.0,0.6274710050737322,0.0018109219418075417
10000.0,0.6321779624093427,0.0043362058854701235
10000.0,0.6400355195992341,0.0032517004326699794
10000.0,0.64988769228922,-0.0002799581864328937
10000.0,0.6575030424173852,-0.0020212685159924915
10000.0,0.665561352621938,-0.00464649885736812
10000.0,0.6621225660175696,0.0037894075091957635
10000.0,0.6669715631462211,0.0035060856511743843
10000.0,0.6744052986137511,0.00021063884412264589
10000.0,0.6787295771100164,-0.00039911431450667667
10000.0,0.6809921720852858,0.0006322615394978026
10000.0,0.6854393565969992,-0.0009386949067682337
10000.0,0.6869069093914493,5.4667205873992764e-05
10000.0,0.6890555169375987,-4.6278460940074595e-05
10000.0,0.6909143982923518,-0.0002690497412045634
10000.0,0.6914526031459168,0.000418654598703605
10000.0,0.692402015451201,0.00028595799127395516
10000.0,0.6931254004018198,-2.9235911957248284e-05
10000.0,0.6930285958724285,6.756861743406617e-05
10000.0,0.6923389427870357,0.00034903065543934186
10000.0,0.6910201520482749,0.0008511056963454999
10000.0,0.6901642935065404,0.00048105504460682624
10000.0,0.6888164251263895,0.00019281335026899438
10000.0,0.6864040100950229,0.0005575665023004328
10000.0,0.6834553292027741,0.0010453324874568626
10000.0,0.6812107919753686,0.0004136416494150419
10000.0,0.6783507774545001,-2.0314658990328027e-05
10000.0,0.6711872372687033,0.0034287001891704083
10000.0,0.6744443681158856,-0.003966719318490131
10000.0,0.6657990292396858,0.00011294428707930848
10000.0,0.6655136903763254,-0.00459883661175553
10000.0,0.6573941928642042,-0.0019124189628114685
10000.0,0.6457591920589595,0.003848542043827563
10000.0,0.6411680476065471,0.0021191724253570854
10000.0,0.6373885470033518,-0.0008743787085390142
10000.0,0.6267186112900445,0.0025633157254951744
10000.0,0.6195001398632556,0.002083070968154521
10000.0,0.6127168495572846,0.0006931998997744548
10000.0,0.6100998043048876,-0.005346075514367277
10000.0,0.5906722987946684,0.004932424523364842
10000.0,0.5844487376517111,0.0015038806518397063
10000.0,0.5748275638566618,0.0009584560517554852
10000.0,0.5607918542223944,0.004300596732260242
10000.0,0.5600162767525212,-0.006158047260092836
10000.0,0.5381865724716417,0.0038817541464672978
10000.0,0.518426713593582,0.011279485464072536
10000.0,0.5140891330235735,0.002664457777884599
10000.0,0.49873436353282874,0.004455932905048865
10000.0,0.4942418915818858,-0.005248014963183889
10000.0,0.47889113905134384,-0.004751825993506542
10000.0,0.46295027466169314,-0.004351688412198629
10000.0,0.4358361978490807,0.006503955285972474
10000.0,0.42149294303099677,0.0038353503422648427
10000.0,0.41393713039022373,-0.006414850117154369
10000.0,0.39837422916223275,-0.009498915641800942
10000.0,0.36911095033543656,0.00022217131021590175
10000.0,0.34146795089954224,0.007364144943489526
10000.0,0.3272746587911832,2.2081887841807202e-05
10000.0,0.2929478572353795,0.011688240113858384
10000.0,0.2792575696430287,0.0014809933554799093
10000.0,0.2544142633918819,0.001049827834638084
10000.0,0.22779218646396732,0.0008396871188938448
10000.0,0.20203352574401362,-0.0020338684937762364
10000.0,0.17674282099542754,-0.007516729916705961
10000.0,0.14094452340602204,-0.005150564654428258
10000.0,0.09842804062295679,0.00039626126973353604
10000.0,0.056001534354847345,0.0004636399240247127
10000.0,-0.0,0.0
100000.0,-0.0,0.0
100000.0,0.05682702919669694,-0.0003618549178247138
100000.0,0.10013332217622839,-0.0013090202835376735
100000.0,0.13456832026680324,0.0012256384847906254
100000.0,0.16749896470375253,0.0017271263749693566
100000.0,0.20027813153400353,-0.0002784742837658172
100000.0,0.23044776704414147,-0.0018158934612801936
100000.0,0.25477560616185424,0.0006884850646660112
100000.0,0.2789403027818806,0.0017982602166281003
100000.0,0.3067514535622333,-0.0021153562129951897
100000.0,0.3238948495205681,0.003401891158457182
100000.0,0.34636896001169065,0.0024631358313412788
100000.0,0.3676416530247826,0.0016914686208701069
100000.0,0.3883967667255296,0.00047854679490233476
100000.0,0.4085415422596334,-0.0010192619865638242
100000.0,0.4231771443497204,0.002151149023541299
100000.0,0.44811192684069234,-0.005771773705639027
100000.0,0.4600476724625451,-0.001449086213050399
100000.0,0.4761664218864833,-0.0020271088286458183
100000.0,0.4888368652185237,0.00015701140017837512
100000.0,0.5036155731888841,-0.0004252767510064537
100000.0,0.51761674584236,-0.0008631550409017308
100000.0,0.5326438944038584,-0.002937695346203917
100000.0,0.5399159538080667,0.0021523728100424355
100000.0,0.5557826173693012,-0.0019243878768726574
100000.0,0.5646522400781272,0.0004402108765275692
100000.0,0.5747860736585585,0.0009999462498588851
100000.0,0.586092558041358,-0.00013993973780712654
100000.0,0.5949444463440293,0.0006602769740039482
100000.0,0.6057908044705372,-0.0010370756800167635
100000.0,0.6135513234445312,-0.00014127398747221243
100000.0,0.6212439729472365,0.00033923788417367096
100000.0,0.630654094346058,-0.0013721673305182591
100000.0,0.6374022951565614,-0.0008881268617486615
100000.0,0.6426667595047096,0.0006204605271944441
100000.0,0.6488039917736451,0.0008037423291420431
100000.0,0.6562519443176755,-0.0007701704162828005
100000.0,0.6597702103907656,0.001144643373804377
100000.0,0.6665852089622131,-0.0006732354354477277
100000.0,0.6701058894647357,0.00037175933265976013
100000.0,0.6744092074335519,0.00020673002432181065
100000.0,0.6784683932840189,-0.00013793048850918588
100000.0,0.6824215590496079,-0.000797125424824241
100000.0,0.6849403835673245,-0.00043972187709351296
100000.0,0.6870694478005429,-0.00010787120321964494
100000.0,0.6887358402936075,0.0002733981830511656
100000.0,0.6906174416463466,2.790690480058977e-05
100000.0,0.6920721704891444,-0.00020091274452394003
100000.0,0.6925738211712357,0.00011415227123923177
100000.0,0.6930446458554422,5.151863442032223e-05
100000.0,0.6930801308613779,1.6033628484679596e-05
100000.0,0.6927066646713957,-1.869122892073083e-05
100000.0,0.691716442892911,0.00015481485170942832
100000.0,0.6906543402528278,-8.991701680560737e-06
100000.0,0.689506420833322,-0.000497182356663517
100000.0,0.6869293025001064,3.227409721695551e-05
100000.0,0.6844388887407581,6.177294947284917e-05
100000.0,0.6807936968290879,0.0008307367956957856
100000.0,0.6787432577252874,-0.0004127949297776379
100000.0,0.6744989956252325,0.00011694183264121527
100000.0,0.6709534966415952,-0.00047584784419973936
100000.0,0.6656327666549242,0.0002792068718409091
100000.0,0.6618638828182217,-0.0009490290536519064
100000.0,0.6541909834671533,0.0012907904342394083
100000.0,0.6491506031616872,0.0004571309410998925
100000.0,0.6432390312421261,4.818878977808083e-05
100000.0,0.6366919278651677,-0.0001777595703549295
100000.0,0.6283529272622883,0.0009289997532513361
100000.0,0.6233146059084819,-0.0017313950770717623
100000.0,0.6114224819338732,0.0019875675231858514
100000.0,0.602429018330711,0.0023247104598093093
100000.0,0.59433632235031,0.0012684009677232932
100000.0,0.5870701497381887,-0.0011175314346378862
100000.0,0.5759756164056538,-0.0001895964972364883
100000.0,0.5663204592253569,-0.001228008270702241
100000.0,0.5509184992203608,0.002939730272067509
100000.0,0.54146613333532,0.0006021932827889875
100000.0,0.530041453768771,-0.00033525471111650607
100000.0,0.5172894969810905,-0.000535906179632395
100000.0,0.5035606964337707,-0.00037039999589305594
100000.0,0.4869905580977704,0.0020033185209314963
100000.0,0.47580742541721754,-0.0016681123593802472
100000.0,0.4587131633388745,-0.00011457708938000799
100000.0,0.4435954732398091,-0.0012553201047559304
100000.0,0.42303852048708,0.002289772886181596
100000.0,0.4035632457903626,0.003959034482706736
100000.0,0.3862155841840465,0.002659729336385308
100000.0,0.37071333819616004,-0.0013802165505075736
100000.0,0.34726734244544066,0.001564753397591101
100000.0,0.32834455816696057,-0.0010478174879355318
100000.0,0.3025609588363097,0.002075138512928232
100000.0,0.2823692479566169,-0.0016306849581082528
100000.0,0.2556004093372861,-0.00013631811076614264
100000.0,0.2258654869748614,0.002766386607999771
100000.0,0.1969812793639587,0.003018377886278678
100000.0,0.1719594844750683,-0.002733393396346734
100000.0,0.13616449299087913,-0.00037053423928534723
100000.0,0.09842804062295679,0.00039626126973353604
100000.0,0.05331904001745097,0.003146134261421088
100000.0,-0.0,0.0
